City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
353,Hukuntsi,-24.0,21.75,70.99,56,59,7.85,BW,1644201388
354,Bougouni,11.417,-7.479,70.16,14,0,5.03,ML,1644201388
355,São José da Coroa Grande,-8.8978,-35.1478,79.48,72,51,6.91,BR,1644201389
356,Ranau,5.9538,116.6641,75.85,73,100,3.18,MY,1644201389
357,Taseyevo,57.2169,94.8978,11.95,92,100,2.71,RU,1644201389
358,Ust-Nera,64.5667,143.2,-13.95,81,17,2.64,RU,1644201390
359,Qandala,11.472,49.8728,72.46,63,6,4.61,SO,1644201390
360,Shizilu,35.1711,118.8289,36.32,34,100,3.44,CN,1644201390
361,Dvinskoy Bereznik,62.8551,42.7072,8.91,94,100,7.83,RU,1644201391
362,Mount Isa,-20.7333,139.5,89.37,37,40,10.36,AU,1644201331
363,Serra Talhada,-7.9919,-38.2983,81.03,45,100,7.56,BR,1644201241
364,Veliky Novgorod,58.5167,31.2833,31.66,97,100,10.0,RU,1644201391
365,Araouane,18.9048,-3.5265,62.49,13,0,8.28,ML,1644201392
366,Granada,37.1882,-3.6067,47.91,100,0,0.0,ES,1644201392
367,Tessalit,20.1986,1.0114,59.61,16,0,5.95,ML,1644201392
368,Flinders,-34.5833,150.8552,76.05,64,44,8.99,AU,1644201393
369,Yantongshan,43.2919,126.0094,14.68,74,8,5.7,CN,1644201393
370,Nogliki,51.8333,143.1667,11.86,83,100,18.12,RU,1644201393
371,Burnie,-41.0667,145.9167,71.94,52,0,9.8,AU,1644201393
372,Sayyan,15.1718,44.3244,48.45,55,24,2.55,YE,1644201185
373,Geraldton,-28.7667,114.6,75.61,35,40,18.41,AU,1644201394
374,Non Sung,15.1801,102.2569,84.87,48,64,6.49,TH,1644201394
375,Amboise,47.4125,0.9827,48.74,88,40,12.66,FR,1644201395
376,Pisco,-13.7,-76.2167,67.01,94,40,5.75,PE,1644201285
377,Esim,4.8699,-2.2405,77.94,88,100,3.87,GH,1644201395
378,Mount Gambier,-37.8333,140.7667,87.71,19,0,14.97,AU,1644201098
379,Pallasovka,50.05,46.8833,9.77,100,92,5.23,RU,1644201396
380,Coahuayana Viejo,18.7333,-103.6833,81.88,75,49,3.4,MX,1644201396
381,Fethiye,36.6217,29.1164,39.07,60,4,5.59,TR,1644201396
382,Moengo,5.6167,-54.4,74.68,91,100,2.35,SR,1644201397
383,Coyhaique,-45.5752,-72.0662,68.61,63,0,3.44,CL,1644201397
384,Poum,-20.2333,164.0167,81.54,86,100,25.52,NC,1644201397
385,Voloshka,61.3314,40.0858,8.91,95,99,7.29,RU,1644201398
386,Venice of the Philippines,4.6628,119.3928,81.75,74,100,8.37,PH,1644201398
387,Diffa,13.3154,12.6113,61.56,33,0,10.18,NE,1644201399
388,Antalaha,-14.9003,50.2788,74.95,84,41,4.25,MG,1644201399
389,Belyy Yar,53.6039,91.3903,-2.31,78,100,2.24,RU,1644201399
390,Lüderitz,-26.6481,15.1594,67.19,78,40,3.09,NA,1644201400
391,Kununurra,-15.7667,128.7333,84.18,79,40,5.75,AU,1644201111
392,Corning,42.1428,-77.0547,26.56,87,21,5.95,US,1644201400
393,La Ferté-Bernard,48.1863,0.6536,47.82,91,26,9.44,FR,1644201401
394,Aripuanã,-9.1667,-60.6333,72.27,99,100,1.28,BR,1644201401
395,Marsh Harbour,26.5412,-77.0636,73.85,72,28,12.8,BS,1644201270
396,Finschhafen,-6.6024,147.8681,86.5,72,100,9.24,PG,1644201402
397,Ambon City,-3.6954,128.1814,87.94,66,40,4.61,ID,1644201402
398,San Andrés,12.5847,-81.7006,78.82,78,20,11.5,CO,1644201403
399,Vadsø,70.0744,29.7487,20.28,88,81,7.27,NO,1644201403
400,Terrace Bay,48.7834,-87.1,10.02,89,98,16.8,CA,1644201404
401,Guilin,25.2819,110.2864,44.71,85,99,8.75,CN,1644201404
402,Jishou,28.3167,109.7167,36.52,95,99,5.03,CN,1644201404
403,Mtambile,-5.3833,39.7,77.59,88,100,7.29,TZ,1644201405
404,Methven,-43.6333,171.65,58.01,70,100,5.01,NZ,1644201405
405,Ulladulla,-35.35,150.4667,75.87,60,25,13.27,AU,1644201406
406,Leopold,-38.1833,144.4667,85.46,50,0,11.5,AU,1644201407
407,Yar-Sale,66.8333,70.8333,-8.99,99,47,9.69,RU,1644201407
408,Morwa,22.9,73.8333,64.9,38,0,1.41,IN,1644201408
409,Finnsnes,69.2296,17.9811,28.36,90,100,3.85,NO,1644201408
410,Big Spring,32.2504,-101.4787,49.48,43,0,3.0,US,1644201344
411,Sioux Lookout,50.1001,-91.917,5.38,84,0,2.3,CA,1644201408
412,Falkenberg,56.9055,12.4912,36.27,87,8,16.17,SE,1644201409
413,Sibi,29.5448,67.8764,60.42,27,1,1.59,PK,1644201409
414,Moa,20.6569,-74.9403,73.89,78,26,12.12,CU,1644201410
415,Bouna,9.2667,-3.0,73.33,20,16,5.08,CI,1644201411
416,Peleduy,59.6289,112.7406,8.67,92,100,1.95,RU,1644201325
417,Dhidhdhoo,6.8833,73.1,80.64,67,4,9.4,MV,1644201411
418,Biscarrosse,44.3945,-1.1672,52.32,100,100,12.66,FR,1644201411
419,Malinyi,-8.9333,36.1333,71.15,95,100,2.53,TZ,1644201412
420,Cabo San Lucas,22.8909,-109.9124,66.51,72,20,6.91,MX,1644201236
421,Kedrovyy,56.1667,91.8167,10.87,85,84,5.21,RU,1644201181
422,Yablonovo,50.8523,37.3574,31.86,94,98,10.33,RU,1644201413
423,Øksfjord,70.2396,22.3479,23.92,80,61,10.94,NO,1644201413
424,Yekaterinovka,52.0508,44.3451,22.84,96,100,6.08,RU,1644201321
425,Ancud,-41.8697,-73.8203,58.53,89,5,2.86,CL,1644201414
426,Fairbanks,64.8378,-147.7164,-3.41,76,100,0.0,US,1644201382
427,Ascension,30.2169,-90.9001,46.0,69,0,0.0,US,1644201414
428,Innisfail,-17.5333,146.0333,86.22,79,21,7.09,AU,1644201414
429,Tungor,53.3808,142.9564,4.01,94,100,24.34,RU,1644201415
430,Lata,40.1629,-8.3327,45.05,59,28,3.98,PT,1644201415
431,Ust-Tsilma,65.441,52.1498,15.53,91,100,9.15,RU,1644201416
432,Margate,51.3813,1.3862,41.88,69,5,10.0,GB,1644201404
433,Padang,-0.9492,100.3543,80.65,68,100,1.23,ID,1644201417
434,Arrondissement de Libourne,44.9167,-0.25,52.57,89,100,14.12,FR,1644201417
435,Yangi Marg`ilon,40.4272,71.7189,38.12,87,100,4.61,UZ,1644201418
436,Mehamn,71.0357,27.8492,18.45,83,90,13.51,NO,1644201418
437,Moose Factory,51.2585,-80.6094,-4.02,77,20,3.44,CA,1644201419
438,Poronaysk,49.2167,143.1167,16.59,72,99,3.69,RU,1644201419
439,Ardabil,38.2498,48.2933,4.55,78,0,6.91,IR,1644201419
440,Lanzhou,36.0564,103.7922,9.68,77,82,1.88,CN,1644201134
441,French Harbor,16.35,-86.4333,71.6,94,20,3.44,HN,1644201420
442,Abong Mbang,3.9833,13.1833,62.28,39,11,2.91,CM,1644201420
443,Birnin Kebbi,12.4539,4.1975,66.38,16,0,10.07,NG,1644201421
444,Ulaanbaatar,47.9077,106.8832,-7.47,77,16,2.24,MN,1644201421
445,Gīdolē,5.65,37.3667,57.76,40,33,3.53,ET,1644201421
446,Iqaluit,63.7506,-68.5145,-38.31,65,0,2.3,CA,1644201422
447,Prachuap Khiri Khan,12.2167,99.75,83.7,48,65,4.32,TH,1644201422
448,Porto Santo,33.072,-16.3415,62.51,63,75,13.8,PT,1644201422
449,Burlington,39.8835,-74.6413,34.74,81,20,0.0,US,1644201322
450,Mulegé,26.8833,-111.9833,57.74,46,0,5.35,MX,1644201423
451,Pilar,-9.5972,-35.9567,75.13,82,13,4.0,BR,1644201387
452,Amapá,1.0,-52.0,71.08,99,100,1.41,BR,1644201423
453,Yeniseysk,58.4497,92.1703,3.6,98,100,1.25,RU,1644201424
454,Mandera,3.9366,41.867,73.02,46,99,3.02,KE,1644201424
455,Ilulissat,69.2167,-51.1,3.22,66,100,10.36,GL,1644201425
456,Inhambane,-23.865,35.3833,77.65,77,84,14.81,MZ,1644201425
457,Troitsko-Pechorsk,62.7084,56.1964,10.85,91,100,6.96,RU,1644201425
458,Chickasha,35.0526,-97.9364,41.16,70,0,5.75,US,1644201426
459,Bloomfield,40.8068,-74.1854,30.67,78,0,0.0,US,1644201426
460,Tual,-5.6667,132.75,83.21,70,33,2.66,ID,1644201427
461,Ōfunato,39.0717,141.7167,31.15,57,88,19.64,JP,1644201427
462,Hot Springs,34.5037,-93.0552,35.31,75,0,3.0,US,1644201428
463,Siavonga,-16.5382,28.7088,69.98,92,95,4.18,ZM,1644201428
464,Cayenne,4.9333,-52.3333,80.1,86,75,5.99,GF,1644201429
465,Shimoda,34.6667,138.95,46.76,84,97,1.5,JP,1644201429
466,Malbork,54.0359,19.0266,41.95,73,86,12.68,PL,1644201430
467,Jackson,42.4165,-122.8345,52.0,59,0,1.01,US,1644201132
468,Huarmey,-10.0681,-78.1522,71.37,78,100,6.38,PE,1644201430
469,Esqueda,30.7167,-109.5833,50.85,24,2,9.35,MX,1644201430
470,Mporokoso,-9.3727,30.125,60.94,99,100,2.64,ZM,1644201431
471,Batagay-Alyta,67.8006,130.4114,-20.81,95,100,2.98,RU,1644201431
472,Balyqshy,47.0667,51.8667,23.0,93,75,2.24,KZ,1644201431
473,Kotido,2.9806,34.1331,70.72,38,78,5.3,UG,1644201432
474,Marck,50.949,1.9433,43.95,69,7,23.8,FR,1644201432
475,San Cristobal,7.7669,-72.225,69.98,89,46,1.23,VE,1644201433
476,Lere,10.387,8.5726,62.82,25,0,6.42,NG,1644201433
477,Luanda,-8.8368,13.2343,73.31,87,100,5.1,AO,1644201167
478,Feijó,-8.1642,-70.3536,72.05,97,100,1.97,BR,1644201434
479,Shiyan,32.6475,110.7781,34.75,68,99,4.47,CN,1644201435
480,Parral,26.9333,-105.6667,50.04,25,26,5.97,MX,1644201435
481,Beşikdüzü,41.052,39.2284,42.69,74,88,7.18,TR,1644201435
482,Pacific Grove,36.6177,-121.9166,61.57,73,0,1.99,US,1644201436
483,Solnechnyy,50.7214,136.6319,4.87,89,100,3.15,RU,1644201436
484,Yeppoon,-23.1333,150.7333,83.98,59,2,14.54,AU,1644201436
485,Bandarbeyla,9.4942,50.8122,74.34,76,99,12.12,SO,1644201437
486,Gushikawa,26.3544,127.8686,65.43,59,100,10.36,JP,1644201421
487,Baza,37.4907,-2.7726,45.41,86,0,1.28,ES,1644201437
488,Sur,22.5667,59.5289,69.42,65,0,11.61,OM,1644201437
489,Gizo Government Station,-8.103,156.8419,85.51,72,100,13.58,SB,1644201438
490,Deputatsky,69.3,139.9,-31.58,94,83,4.63,RU,1644201379
491,Umm Kaddadah,13.6017,26.6876,52.2,31,62,14.14,SD,1644201438
492,Río Gallegos,-51.6226,-69.2181,66.25,42,0,28.77,AR,1644201439
493,Bāfq,31.6128,55.4107,41.63,37,0,0.92,IR,1644201439
494,Chicama,-7.8447,-79.1469,66.74,74,99,5.37,PE,1644201439
495,Noshiro,40.2039,140.0242,31.03,76,100,21.05,JP,1644201440
496,Nizhniy Baskunchak,48.2198,46.8311,22.71,97,72,8.68,RU,1644201440
497,Gunjur,13.2019,-16.7339,68.07,88,0,3.44,GM,1644201440
498,Roncesvalles,4.0108,-75.6049,52.95,95,97,0.74,CO,1644201441
499,Chizhou,30.6578,117.4831,33.13,100,100,6.78,CN,1644201441
500,Woodstock,43.1334,-80.7497,28.2,83,46,7.56,CA,1644201430
501,Riesa,51.3,13.3,39.04,81,100,21.61,DE,1644201442
502,Cuamba,-14.8031,36.5372,65.97,95,35,3.47,MZ,1644201442
503,Shīeli,44.1667,66.75,27.95,91,60,9.98,KZ,1644201443
504,Beringovskiy,63.05,179.3167,-13.88,94,17,5.17,RU,1644201443
505,Birao,10.2849,22.7882,62.31,16,5,9.15,CF,1644201300
506,Paraná,-31.732,-60.5238,60.46,77,0,7.85,AR,1644201444
507,Byron Bay,-28.65,153.6167,79.05,61,83,17.47,AU,1644201444
508,Zlaté Hory,50.2638,17.396,39.18,94,100,9.78,CZ,1644201444
509,Aktobe,50.2797,57.2072,19.49,86,100,17.9,KZ,1644201445
510,Rumonge,-3.9736,29.4386,69.03,92,100,1.92,BI,1644201445
511,Plastun,44.7561,136.2939,18.61,46,8,7.74,RU,1644201445
512,Lorengau,-2.0226,147.2712,83.64,76,99,7.54,PG,1644201446
513,Mikkeli,61.6886,27.2723,32.11,93,100,5.75,FI,1644201181
514,Pyn U Lwin,22.0333,96.4667,63.41,44,23,2.93,MM,1644201446
515,Bujumbura,-3.3822,29.3644,69.71,90,100,0.98,BI,1644201414
516,Adrar,20.5022,-10.0711,63.27,11,2,9.82,MR,1644201447
517,Alangāyam,12.6,78.75,71.98,72,82,1.32,IN,1644201447
518,Casablanca,33.5928,-7.6192,59.32,82,0,4.0,MA,1644201448
519,Peravurani,10.3,79.1833,75.79,76,73,8.37,IN,1644201448
520,Otofuke,42.9917,143.2003,31.15,67,20,10.83,JP,1644201448
521,Nālūt,30.3333,10.85,52.93,25,95,9.33,LY,1644201449
522,Pontes e Lacerda,-15.2261,-59.3353,69.98,98,100,2.06,BR,1644201449
523,Shakiso,5.75,38.9167,53.13,38,11,3.89,ET,1644201449
524,Havre-St-Pierre,50.2334,-63.5986,9.19,78,100,5.75,CA,1644201450
525,Ahipara,-35.1667,173.1667,75.11,96,97,6.17,NZ,1644201450
526,La Maná,-0.9333,-79.2167,79.81,93,99,1.48,EC,1644201450
527,Barra de Tecoanapa,16.5167,-98.75,78.66,73,35,6.98,MX,1644201451
528,Diu,20.7141,70.9822,65.03,64,5,3.24,IN,1644201451
529,Kuvandyk,51.4781,57.3552,14.09,97,100,3.96,RU,1644201451
530,Touros,-5.1989,-35.4608,79.7,76,19,8.86,BR,1644201452
531,Severo-Kuril'sk,50.6789,156.125,31.5,83,100,10.07,RU,1644201452
532,Yumen,40.2833,97.2,15.58,63,100,10.69,CN,1644201452
533,Hoquiam,46.9809,-123.8893,48.18,86,0,9.22,US,1644201453
534,Crossville,35.949,-85.0269,34.95,74,0,3.0,US,1644201453
535,Ōhara,35.25,140.3833,44.55,30,13,5.46,JP,1644201453
536,Viedma,-40.8135,-62.9967,61.52,73,0,9.26,AR,1644201252
537,Amelia,42.5523,12.4182,49.89,82,91,11.54,IT,1644201454
538,Lundazi,-12.2929,33.1782,63.07,98,100,2.93,ZM,1644201454
539,Lázaro Cárdenas,17.9583,-102.2,75.24,68,11,6.08,MX,1644201455
540,Agüimes,27.9054,-15.4461,61.43,77,20,19.57,ES,1644201455
541,Ovruch,51.3246,28.8035,32.47,97,100,13.24,UA,1644201455
542,Codrington,-38.2667,141.9667,83.08,30,0,13.8,AU,1644201176
543,Villa Carlos Paz,-31.4241,-64.4978,54.05,42,0,1.99,AR,1644201456
544,Shumskiy,54.8318,99.1328,20.05,83,100,1.48,RU,1644201456
545,San Isidro,-12.1167,-77.05,69.51,49,20,8.05,PE,1644201456
546,Urzhum,57.1141,49.9996,15.94,97,95,4.54,RU,1644201457
547,Calabozo,8.9242,-67.4293,83.16,49,28,6.15,VE,1644201457
548,Saint-Augustin,51.226,-58.6502,-24.81,92,18,4.99,CA,1644201458
549,Norwich,52.6278,1.2983,38.12,75,4,13.8,GB,1644201325
550,Chipinge,-20.1883,32.6236,59.31,97,74,1.61,ZW,1644201458
551,Savinka,50.0785,47.0994,8.85,100,92,5.19,RU,1644201458
552,Colares,38.7992,-9.4469,52.79,51,4,5.01,PT,1644201459
553,Zhaoqing,23.0512,112.4597,59.67,91,100,3.44,CN,1644201459
554,Vilhena,-12.7406,-60.1458,69.28,98,100,3.2,BR,1644201460
555,Kaeo,-35.1,173.7833,77.32,97,99,6.44,NZ,1644201460
556,Wajima,37.4,136.9,34.48,86,75,8.05,JP,1644201460
